record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,pathology,population___1,population___2,population___3,population___4,population___5,population___6,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def___1,justif_rwd_def___2,justif_rwd_def___3,justif_rwd_def___4,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,res_unadjusted,n_match_exp,n_match_ctrl,n_weight_exp,n_weight_ctrl,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,notes_results,results_complete
50,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0,0,0,0,0,0,1,"3 databases",5,2,1,,1,1,1,0,0,0,0,0,0,,1,0,0,0,0,1,"External SOC",0,0,0,1,"No satisfactory SOC",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 2017","January 2°18",,,,,,45,55,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,2,,1,1,0,1,0,2,,1,1,2,,,3,,,,,"resultats sur base originale fournis mais sans tests  limites discutées mais pas claires sur biais residuel",2
51,,,0,,"Adult height in children with idiopathic short stature treated with growth hormone",2000,0,0,spain,spain,,"Journal of pediatric endocrinology & metabolism: JPEM",0334-018X,,0,0,0,1,10.1515/jpem.2000.13.9.1595,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,"idiopathic short stature ",0,1,0,0,0,0,,"growth hormone",,0,0,0,1,0,,,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,"adult height",,0,0,0,1,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,1,0,0,0,0,0,,,3,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,1991,1981,1986,,,,,,35,42,0,0,0,0,0,1,0,,35,42,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,,1,1,,,1,"Inclusion of a historical control group tends to  overestimate the difference with the treated group  and the ideal situation would be to have a randomized  group.",2
52,,,0,,"A phase III study to access the safety and efficacy of prolgolimab 250 mg fixed dose administered every 3 weeks versus prolgolimab 1 mg/kg every 2 weeks in patients with metastatic melanoma (FLAT)",2024,0,0,russia,russia,1,"Frontiers in Oncology",2234-943X,Biocad,0,1,0,0,10.3389/fonc.2024.1385685,"A exclure car comparison aux données Essai clinique (non RWD)",1,2,,,0,0,0,0,0,,0,0,1,0,0,,"metastatic melanoma",0,0,0,1,0,0,,prolgolimab,,1,0,0,0,0,,NCT05783882,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,"International Multicenter Open-label Randomized Trial of the Efficacy, Pharmacokinetics, Safety, and Immunogenicity of BCD-100",,,,,,,,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,0,,"Efficacy of caspofungin as salvage therapy for invasive aspergillosis compared to standard therapy in a historical cohort",2010,0,0,usa,usa,1,"European Journal of Clinical Microbiology & Infectious Diseases: Official Publication of the European Society of Clinical Microbiology",1435-4373,"Merck & Co., Inc",0,1,0,0,10.1007/s10096-010-1013-0,,2,1,1,,0,0,0,0,0,,0,0,0,0,1,non-comparative,aspergillosis,0,0,0,1,0,0,,caspofungin,,0,0,0,1,0,,,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,"complete or partial response",3,0,0,1,0,3,,,,,,,1,5,,,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,1,0,0,0,0,0,0,,,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,1,0,0,0,,10,2,1,,1,0,2,0,0,0,0,0,1,intolerance,1,1,0,1,0,0,,0,0,0,1,"to place these results into context",1,"partially the same center '4/10)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,214,1,0,0,0,0,0,0,,83,214,1,,,,,,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,1,1,,1,1,,,1,"Our logistic regression model did not control for all  possibly pertinent covariates",2
54,,,0,,"Therapeutic effects and mechanisms of Ku-Gan formula on atopic dermatitis: A pilot clinical study and modular pharmacology analysis with animal validation",2023,0,0,china,china,0,"Journal of Ethnopharmacology",1872-7573,,1,0,0,0,10.1016/j.jep.2023.116194,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"atopic dermatis",0,0,0,1,0,0,,"Ku-Gan formula",,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,," change from baseline to the end of the 2 nd week in local EASI scores",,0,0,1,0,3,,,,,,,1,1,,2,0,0,1,0,,0,0,1,0,,0,0,0,,1:2,3,,0,0,0,1,0,,,3,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"september 2021","march 2022","july 2020","july 2021",,,,,,11,22,1,0,0,0,1,0,0,,,,4,11,22,,,,0,0,0,0,0,0,,,,1,1,3,,0,0,1,,,,1,1,1,,1,1,,5,0,,2
55,,,0,,"Can daclizumab reduce acute rejection and improve long-term renal function in tacrolimus-based primary renal transplant recipients?",2008,0,0,"hong kong","hong kong",,"Nephrology (Carlton, Vic.)",1440-1797,,0,0,0,1,10.1111/j.1440-1797.2007.00911.x,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"primary renal transplant recipients",0,0,0,1,0,0,,Daclizumab,,0,0,0,1,0,,,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"incidence of acute rejection",,1,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0,1,0,1,0,0,0,0,1,"cadaveric renal transplant recipients",1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 January 2001",,"1 June 1998","31 December 2000",,56,85,1,,36,21,1,0,0,0,1,0,0,,36,21,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,0,"uniquement small sample",2
56,,,0,,"The Effect of Supplementary Omegaven® on the Clinical Outcome of Patients With Advanced Esophagogastric Adenocarcinoma Receiving Palliative Epirubicin, Oxaliplatin, and Capecitabine Chemotherapy: A Phase II clinical trial",2019,0,0,UK,UK,1,"Anticancer Research",1791-7530,,0,0,0,1,10.21873/anticanres.13185,,2,,,,0,0,0,0,0,,0,1,0,0,1,pilot/feasibility,"Advanced Esophagogastric Adenocarcinoma",0,0,0,1,0,0,,Omegaven,,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,"radiological response",,1,0,1,0,4,"pragmatic grounds",,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,"oncology database and case notes",,3,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/01/2012,07/31/2013,"january 2010","december 2011",,,,,,56,60,0,0,0,0,0,0,0,,21,37,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,3,,,0,"uniquement small sample",2
57,,,0,,"Evidence that treatment with vaccinia melanoma cell lysates (VMCL) may improve survival of patients with stage II melanoma. Treatment of stage II melanoma with viral lysates",1987,0,0,australia,australia,0,"Cancer immunology, immunotherapy: CII",0340-7004,NR,0,1,0,0,10.1007/BF00199156,"Sydney Jones Memorial Trust Fund",2,2,,,0,0,0,0,0,,0,0,0,1,0,,melanoma,0,0,0,1,0,0,,"vaccinia melanoma cell lysates",,0,0,0,1,0,,,,,,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,"overall survival",,1,0,0,0,3,,,,,,,1,5,,,1,0,0,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,0,0,0,0,0,0,,1,1,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"september 1978","december 1981",,,,,,80,151,1,0,0,0,0,0,0,,53,72,2,,,,,,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,0,3,,,1,1,,,0,,2
58,,,0,,"Active immunotherapy with viral lysates of micrometastases following surgical removal of high risk melanoma",1992,,,Australia,Australia,,"World Journal of Surgery",0364-2313,,0,0,0,0,10.1007/BF02071529,"Aexclure car pas medicament",1,,,,0,0,0,0,0,,0,0,0,0,0,,melanoma,0,0,0,0,0,0,,"viral lysates of micrometastases",,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,0,,"Phase III trial of 8% vaginal progesterone gel for luteal phase support in Japanese women undergoing in vitro fertilization and fresh embryo transfer cycles",2017,1,0,japan,japan,1,"Reproductive Medicine and Biology",1445-5781,"Merck KGaA, Darmstadt, Germany",0,1,0,0,10.1002/rmb2.12009,,2,,,,0,0,0,0,0,,0,0,1,0,0,,"in vitro fertilization",0,0,0,1,0,0,,"vaginal progesterone",,1,0,0,0,0,,NCT01863680,,,,10,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"clinical pregnancy rate",,0,0,1,0,1,,0.05,0.80,117,,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,,3,1,,1,,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 2013","October 2014",,,,,,,,178,,0,0,0,0,0,0,1,"The baseline demographics and patient characteristics were not available for the historical control data.",123,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,1,4,,0,"discussion not reflect any recent changes in clinical care and open-label ",2
60,,,0,,"C1 Inhibitor in Acute Antibody-Mediated Rejection Nonresponsive to Conventional Therapy in Kidney Transplant Recipients: A Pilot Study",2016,0,0,france,france,0,"American Journal of Transplantation: Official Journal of the American Society of Transplantation and the American Society of Transplant Surgeons",1600-6143,,0,0,0,1,10.1111/ajt.13663,,2,,,,0,0,0,0,0,,0,0,0,0,1,pilot,"Kidney Transplant Recipients",0,0,0,0,0,0,"C1 Inhibitor",,,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"change in eGFR at 6 months after inclusion",,0,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,"database, Données Informatiques Validées en Transplantation ",,3,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 2013 ","July 2014","January 1, 2008","March 31, 2013",,,,,,6,21,1,0,0,0,1,0,0,,6,21,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,1,4,,0,"juste dit ""In the absence of treatment randomization, this small study cannot provide a conclusion regarding the efficacy of C1-INH in the treatment of ABMR""  comparaison aux controles (""secondary analysis"") uniquement en supplements ",2
61,,,0,,"Treatment with lenalidomide does not appear to increase the risk of progression in lower risk myelodysplastic syndromes with 5q deletion. A comparative analysis by the Groupe Francophone des Myelodysplasies",2012,0,0,france,france,,Haematologica,1592-8721,,0,0,0,0,10.3324/haematol.2011.045914,,2,,,,0,0,0,0,0,,0,0,0,1,0,,SMD,0,0,0,1,0,0,,lenalidomide,,0,0,0,1,0,,,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"cumulative incidence of AML and overall survival",,1,0,0,0,3,,,,,,,1,1,,7,1,0,0,0,,0,0,1,0,,0,1,0,,1:1,3,,1,0,0,0,0,,0.2,3,,,,1,0,0,0,1,0,0,,,0,0,1,0,,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,1,RCT,,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,0,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
